0,1,2,3,4,5
-3.590806489243853,18.412854253646714,1,1,0.4995301342863151,13.81949146675626
-7.255508505668935,-15.730478967359396,1,1,0.46335446518096846,15.316260262248802
-16.875434937891686,3.7517683336201593,1,1,0.5129527553601387,13.291553363189722
-18.227023895642304,4.485690647251777,1,1,0.5254137988777978,12.81365835157924
16.931299155702888,6.675919274750742,1,1,0.4655521641404044,15.222048554415371
14.317582304240506,11.233582403659243,1,1,0.4876715872849367,14.297850953650912
-18.300278461666906,0.3374001343480941,1,1,0.4971444275562505,13.914808921589962
-0.7374744769039587,-17.80095147252974,1,1,0.4962730087044448,13.949739293529792
17.21858051856089,4.120226190250271,1,1,0.4800489094269691,14.611522074019053
-0.04043513206504557,-17.702947466763877,1,1,0.4969497357322401,13.922607727670206
-9.910192236819936,14.675091130757892,1,1,0.4799395953439141,14.616056455046603
-14.984631256992301,-10.419393373048534,1,1,0.5066144652465641,13.539107261755474
6.423162181917938,-16.6794259690095,1,1,0.49287180728249674,14.086664092000174
11.566658920906448,-13.266357006690965,1,1,0.48766979069519556,14.297924303663436
18.049255663837453,-2.254628315154616,1,1,0.49158870060383075,14.138564723073655
15.89270206952235,6.309333923995662,1,1,0.4841780778720854,14.440994780983699
-16.488931863613168,8.595947162757934,1,1,0.5046347945319022,13.61706212656208
-7.995551217767961,-15.284237560563323,1,1,0.4645147035658478,15.266467222749991
3.192912043509665,16.951473206323723,1,1,0.49011360026333894,14.198398994509017
-12.861604384026606,-11.829026521172835,1,1,0.49080479002663474,14.170339979676886
9.826177585661846,-14.816270866224613,1,1,0.49486903119490083,14.006146224370571
-14.774400559454735,10.187749389000976,1,1,0.4858833668487325,14.370993318369313
1.5019075631990972,-18.46197466671169,1,1,0.5019062898387961,13.725007041535946
17.917297235333837,-5.63323545614233,1,1,0.5136433918771429,13.264764277019623
2.8149456622579234,-18.175752079370355,1,1,0.5038060778284723,13.649785922580092
-16.6175729691179,-5.159811793595504,1,1,0.4983808202959288,13.865353681260194
-0.8224811769889939,-18.669892105981575,1,1,0.49938171820400246,13.825407923947065
7.3410334526822725,-16.202660212135296,1,1,0.49422113571029785,14.032230396475292
-7.084630503494381,15.810621283775385,1,1,0.4890345148179132,14.24228393810581
17.76561674647707,1.2759614499689107,1,1,0.4885230621971597,14.26311785981096
-13.620987218353115,10.56730725567258,1,1,0.49026019947313476,14.192444459372094
17.27272958702708,-5.01494170206492,1,1,0.49154678728954027,14.14026236681742
15.869438172695524,10.306381640776912,1,1,0.510257934918132,13.39642877867161
16.171362452440047,8.845560292623391,1,1,0.49102036420882716,14.161596777405823
-17.155677308105677,2.5475374782621145,1,1,0.5086247982299078,13.460256101808634
-2.176148907261002,-17.969778011131112,1,1,0.48399139587537393,14.448672973260672
14.799394741319382,-11.178922155547976,1,1,0.5172133910731216,13.12685945641096
-7.129723873518553,16.632147948481084,1,1,0.48701482871421814,14.324682693058696
1.9207906502176544,17.0675311262723,1,1,0.49681878645618777,13.927854905634597
-7.593558026073242,16.973700779372617,1,1,0.48866907658041064,14.257167768875735
18.58056150376499,2.3255219182874143,1,1,0.4980066680854782,13.880306669656918
-18.467051117883404,-3.481572897339141,1,1,0.5098751132999385,13.411372115438201
17.316652192361502,5.968809962425056,1,1,0.4708416315405458,14.997108931545753
-17.246564135360796,5.687596216624782,1,1,0.5127802352255583,13.298250873555835
16.934486197319007,-3.3329422505027324,1,1,0.4983251477088761,13.867577924456619
15.10755292726664,-11.329715354209222,1,1,0.524866047340872,12.834425962480292
-13.028558754338176,-11.072997273488891,1,1,0.5007687506783567,13.770183716622945
-18.36000154688001,-0.34851058369635624,1,1,0.4926975602390323,14.093704310721883
11.78894367411356,-12.658616165875161,1,1,0.4954983658220612,13.980841985555701
15.642362827561016,-7.231044345359034,1,1,0.49603135603901266,13.959436678187881
-16.776222082333998,-5.813920381598287,1,1,0.49852901510779735,13.859434180941667
-7.256521757816273,-16.999046431490967,1,1,0.481834118670012,14.53761682417021
-12.173681460867552,-14.315882017940865,1,1,0.49083835837391254,14.168978270870843
6.806774364108166,-16.23866893320207,1,1,0.48917300348604653,14.236646378182613
16.99503789279339,-4.396771576837788,1,1,0.49776713719963206,13.889885417867747
-10.113189082019183,-14.707751566560221,1,1,0.4710732580790911,14.98731663426334
-16.465767846484606,-5.010802679720934,1,1,0.5011311755053848,13.755779105419686
-3.2205995027636227,-18.70138523316153,1,1,0.506679714213189,13.53654309646802
15.514200675829876,-9.822304522611317,1,1,0.5172776427438794,13.124386220060295
