0,1,2,is_normal
-2.288334923166198,2.9000906972679874,8.433427105560053,1
-4.907193317105532,-1.2227606313350048,8.162581545015328,1
-2.2499345455753597,-6.347695742396118,6.062859809715488,1
8.019803768335036,-5.12103047597777,3.0276657488355343,1
2.009105579710153,1.8911701235401703,8.939360109967195,1
7.397343871431263,-0.5948994519235754,-5.660141433377852,1
-4.156226815376554,-7.523588659742478,3.899799669063595,1
4.2529951993186295,0.2738229976322106,-8.500295975629244,1
-1.426281814744834,3.0405672963267545,8.980805107467997,1
-3.905928357684298,-3.3292753884957316,-8.00651043216988,1
3.6499689419337122,1.0964529117007247,8.704462220560576,1
-3.7072139519022413,-8.331848365472428,-1.6131784430719436,1
-3.021216862897867,-4.735480630166379,8.209473136124295,1
-8.602678868569368,-2.023099583654267,-3.7163698720674594,1
-2.564097973548098,6.552135783328081,6.283395601554068,1
-1.0278899008958104,-6.400239908304702,6.541189010164517,1
9.378489405210232,2.6349479614250395,-0.7806804836249996,1
3.9416924466625054,-4.412015612218621,7.312768034441477,1
-7.173191474939093,-4.705399281487755,5.075241452304882,1
6.463539768631259,-6.294732104399351,-4.2932044786776995,1
8.43871684786599,2.325967603283291,2.5805269049168724,1
6.110025180885485,-5.976656049108895,-4.914167498921454,1
2.0486810302992473,-8.5852572644256,-3.5330963241666815,1
-9.18492056288424,-0.9124390413107757,3.449304069351371,1
-5.881873386068131,-6.713902027415279,1.5151806859046801,1
-6.813755497817049,3.9587443269971923,5.834955690385767,1
-4.381762442088715,-2.723245787819985,-7.8965496788926695,1
-9.241783489842415,2.786088980815933,-1.93416609913182,1
0.9994589880797957,0.6968807570265304,9.481484495368964,1
1.0524725711554692,-6.965581775693233,5.653566650560835,1
9.311807966857012,-3.389260880019379,-0.3347977040774712,1
-3.1550730053135787,4.5953864230208135,7.306599591672668,1
-2.8900433454724763,4.761813334087993,-8.23516838525058,1
9.44704486594115,1.390007900181545,-1.711268607814585,1
-0.2518031930244633,0.9890018478931314,9.8890887068396,1
4.51079239448378,-2.980277704004939,7.952595525695614,1
7.889939548357058,-4.28468769669362,1.7179085267304064,1
2.158989891901026,-1.526328252305545,8.988505754546141,1
0.9680081987545122,4.994424156220426,8.222769046208136,1
5.049946814067531,-8.272237520504968,1.877288345238458,1
-0.35376339557586106,0.4823794621640908,-9.247818016069408,1
-6.80324151590587,-2.2909424585490337,6.093105571889366,1
-8.78777218171051,-1.2566017621915642,3.504753180099814,1
-8.779932115156754,2.6148187150649522,-2.6248975736678095,1
3.288700201919451,-4.978886020305591,-7.391047450282531,1
2.3075851371973477,8.385206797114394,-3.6822607143142205,1
0.2836434265880641,-0.3062034518850032,-9.330367956634351,1
6.289040074010152,6.682503085096951,-1.9193675940951942,1
-8.914063125003485,2.77532718225801,0.8708572011799837,1
0.23430101765276984,7.1316733096312515,-6.90435210738514,1
-6.019262774446604,-2.381231337883867,7.468836798104816,1
-2.7505469656330614,-4.560320808267021,7.697532175129577,1
5.196973676522459,7.181251575644957,3.280267102734803,1
9.148158549594575,-2.929105084180007,-1.2677831512798303,1
7.2813173822196555,2.292770104539653,6.266756151770859,1
5.555535384652006,-5.950613801293261,4.113193322354287,1
5.362833814646274,-2.067720556789416,-7.760174489604032,1
6.9021262050391545,-7.099244013621924,0.3588080619080288,1
3.4932517225302906,-1.4143497046326479,8.31407069761031,1
-3.5507315291438957,0.47064808852178003,9.27835767364684,1
0.34948543753163497,9.18628145562983,-1.4476212218178877,1
0.6763524991235607,-2.9782475378877575,8.943282812413711,1
-6.367492792984476,3.2180848840412395,-5.545663677545112,1
4.401380196861985,-5.768370755136185,6.058181227657514,1
-3.9729913502873933,7.397164305766313,3.467382135635545,1
-0.5925332283553837,2.7658314381959554,8.824882369205202,1
-3.8416287881887827,-7.975163912639328,-1.9056056488378246,1
0.43885037455683357,0.41191683493467524,9.078279562661182,1
2.715603163960624,-8.91110685702709,-1.1573049740528978,1
-5.29197806121923,1.0074872586502692,8.395133004563771,1
3.732836091870608,-4.944477968909527,-7.261145194560328,1
-1.2236874421599182,4.396947238071109,8.074079324400204,1
3.2859101960125776,7.3185017957456076,4.493860911949848,1
-6.32747362670748,-3.527580698726876,6.566675818935137,1
-6.857752095189213,-1.135680086954057,7.126142254603044,1
-0.23253462706817793,-5.937179028980607,7.108213208579678,1
-4.093804117624179,8.17436675438942,0.8347373665571054,1
0.748253906354008,-8.773154022123007,-3.8891031344052407,1
7.556176864514015,-5.755368749715785,-3.1118996846373976,1
-3.1823668097676108,6.131471299700101,-6.429049162525274,1
-1.4117482374365198,-1.5063774437841577,8.897827569534861,1
3.733899323565432,1.4680075761814393,-9.081580443578602,1
3.2044647199249843,-1.1200503222744682,9.376161465640555,1
-0.5923352576567513,0.4987945572309872,9.072520623593652,1
